,ID,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
782,464765,Femenino,Si,53,No,Ingeniero,7.0,Promedio,6.0,A
783,463720,Femenino,Si,45,Si,Artista,1.0,Promedio,4.0,B
787,466727,Femenino,Si,45,Si,Artista,1.0,Promedio,2.0,B
788,466157,Masculino,Si,72,Si,Homemaker,9.0,Bajo,,A
789,465138,Masculino,No,35,Si,Entretenimiento,1.0,Bajo,3.0,A
790,466361,Femenino,Si,72,Si,Abogado,1.0,Alto,2.0,B
792,462967,Masculino,Si,47,No,Entretenimiento,4.0,Promedio,3.0,B
794,467560,Femenino,Si,73,Si,Abogado,1.0,Bajo,2.0,B
795,463404,Masculino,Si,29,No,Doctor,,Alto,2.0,B
801,459518,Masculino,Si,60,,,,Promedio,4.0,B
803,466188,Masculino,Si,59,Si,Artista,4.0,Bajo,1.0,B
807,460397,Femenino,No,59,Si,Entretenimiento,1.0,Bajo,1.0,A
811,465328,Masculino,Si,35,No,Ejecutivo,0.0,Alto,5.0,A
814,460514,Masculino,Si,43,Si,Doctor,1.0,Bajo,4.0,A
815,466262,Masculino,No,41,Si,Entretenimiento,1.0,Bajo,2.0,A
817,459280,Masculino,Si,60,Si,,0.0,Bajo,1.0,B
822,462392,Femenino,No,32,Si,Entretenimiento,1.0,Bajo,3.0,A
824,464429,Femenino,No,33,Si,Personal de salud,0.0,Bajo,,B
825,467446,Femenino,No,37,Si,Artista,9.0,Bajo,1.0,A
829,462364,Masculino,Si,51,No,Artista,0.0,Bajo,3.0,A
832,462027,Masculino,No,39,No,Ingeniero,1.0,Bajo,1.0,A
834,467123,Femenino,Si,50,Si,Ejecutivo,4.0,Alto,3.0,B
838,467328,Femenino,Si,50,Si,Doctor,1.0,Promedio,3.0,B
842,462551,Masculino,Si,53,Si,Doctor,14.0,Promedio,2.0,B
843,462047,Femenino,Si,26,Si,Artista,12.0,Promedio,2.0,B
845,465690,Femenino,Si,49,No,Personal de salud,,Promedio,2.0,B
846,459221,Masculino,Si,70,No,Entretenimiento,,Bajo,1.0,B
850,462619,Masculino,,61,No,,0.0,Alto,,A
851,459561,Masculino,No,31,No,Personal de salud,,Bajo,3.0,A
852,467048,Femenino,Si,65,Si,Abogado,0.0,Alto,3.0,B
853,467362,Masculino,Si,73,No,Ejecutivo,1.0,Bajo,1.0,B
854,459846,Femenino,Si,50,Si,Artista,1.0,Promedio,3.0,B
855,460351,Masculino,Si,70,Si,Abogado,0.0,Bajo,1.0,A
860,467236,Femenino,No,40,Si,Abogado,4.0,Bajo,1.0,B
861,461816,Femenino,No,49,Si,Marketing,0.0,Bajo,5.0,A
862,467409,Masculino,No,35,Si,Artista,8.0,Bajo,1.0,A
863,466299,Femenino,Si,40,Si,Ingeniero,0.0,Bajo,2.0,B
865,465906,Femenino,No,35,Si,Artista,5.0,Bajo,1.0,A
867,466654,Masculino,No,30,,Marketing,8.0,Bajo,1.0,A
869,461077,Masculino,No,39,Si,Entretenimiento,1.0,Bajo,8.0,A
874,459936,Femenino,No,45,Si,Artista,2.0,Bajo,1.0,B
875,462998,Masculino,Si,45,No,Entretenimiento,10.0,Promedio,4.0,B
877,465655,Femenino,No,45,Si,Artista,1.0,Bajo,1.0,A
879,463933,Masculino,Si,47,No,Ejecutivo,0.0,Bajo,7.0,A
884,463383,Masculino,Si,41,No,Ejecutivo,6.0,Alto,3.0,A
885,459743,Femenino,Si,50,Si,Artista,9.0,Promedio,4.0,A
888,464121,Femenino,Si,62,Si,Ingeniero,1.0,Bajo,1.0,B
890,460140,Femenino,Si,36,Si,Artista,5.0,Bajo,2.0,B
892,460433,Femenino,No,45,No,Entretenimiento,8.0,Bajo,2.0,A
893,462953,Femenino,Si,45,Si,Artista,1.0,Promedio,4.0,B
897,464455,Femenino,Si,74,Si,Abogado,1.0,Alto,2.0,B
900,466304,Femenino,Si,70,Si,Abogado,1.0,Alto,2.0,B
903,464775,Femenino,Si,35,,,8.0,Promedio,4.0,A
906,460800,Masculino,No,52,Si,Artista,1.0,Bajo,3.0,B
907,459663,Masculino,No,31,Si,Artista,,Bajo,6.0,A
910,464500,Femenino,,39,Si,Artista,1.0,Bajo,3.0,B
912,462835,Masculino,Si,59,No,Ingeniero,,Promedio,4.0,B
915,463525,Femenino,Si,40,No,Ingeniero,0.0,Bajo,3.0,A
916,465653,Femenino,Si,53,Si,Artista,1.0,Bajo,2.0,A
917,465905,Femenino,No,32,Si,Artista,9.0,Bajo,1.0,A
918,465663,Femenino,No,70,Si,Artista,0.0,Bajo,2.0,B
919,465225,Masculino,No,48,Si,Ingeniero,0.0,Bajo,1.0,A
921,466905,Masculino,Si,62,Si,Artista,0.0,Bajo,1.0,B
922,465573,Masculino,Si,41,No,Artista,1.0,Promedio,6.0,B
924,466995,Femenino,No,35,Si,Artista,8.0,Bajo,,A
928,462250,Femenino,Si,56,Si,Entretenimiento,1.0,Promedio,3.0,B
931,465701,Masculino,Si,35,Si,Artista,1.0,Promedio,2.0,B
932,466242,Femenino,No,35,No,Ingeniero,1.0,Bajo,1.0,A
934,464039,Masculino,No,42,Si,Artista,1.0,Bajo,2.0,A
935,459972,Masculino,No,35,Si,Artista,5.0,Bajo,2.0,A
936,461801,Femenino,No,27,No,Personal de salud,0.0,Bajo,3.0,A
943,459453,Masculino,Si,88,Si,Abogado,,Bajo,,B
944,461714,Masculino,Si,82,Si,Abogado,1.0,Alto,2.0,A
945,463465,Masculino,Si,43,Si,Artista,6.0,Promedio,3.0,B
946,467940,Femenino,No,29,No,Marketing,9.0,Bajo,4.0,A
947,461970,Femenino,No,38,Si,Artista,9.0,Bajo,1.0,B
951,465201,Masculino,Si,39,Si,Entretenimiento,0.0,Promedio,4.0,A
952,465371,Femenino,No,43,Si,Artista,0.0,Bajo,1.0,A
955,460828,Masculino,No,51,No,Entretenimiento,1.0,Bajo,1.0,A
958,459788,Femenino,No,36,Si,Entretenimiento,,Bajo,1.0,A
961,462587,Femenino,Si,78,No,Abogado,1.0,Alto,2.0,B
962,459583,Masculino,Si,46,Si,Artista,1.0,Bajo,1.0,A
964,459493,Masculino,No,26,No,Personal de salud,0.0,Bajo,7.0,A
965,464583,Femenino,No,37,Si,Ingeniero,7.0,Bajo,,A
966,462726,Femenino,Si,75,Si,Homemaker,1.0,Alto,,B
971,463729,Femenino,No,32,No,Artista,,Bajo,5.0,B
973,463641,Femenino,No,33,Si,Marketing,1.0,Bajo,3.0,B
974,467294,Femenino,Si,57,No,Ingeniero,0.0,Bajo,1.0,B
975,460875,Masculino,No,35,Si,Entretenimiento,0.0,Bajo,3.0,A
976,459183,Femenino,No,26,Si,Artista,1.0,Bajo,3.0,A
977,464541,Masculino,No,31,Si,Doctor,1.0,Bajo,2.0,A
979,462959,Femenino,Si,56,Si,Ingeniero,2.0,Alto,2.0,B
982,461382,Masculino,Si,68,No,Ejecutivo,1.0,Alto,2.0,B
986,459705,Masculino,Si,25,Si,Entretenimiento,1.0,Promedio,2.0,A
987,459984,Femenino,Si,36,Si,Entretenimiento,0.0,Promedio,3.0,B
988,466051,Masculino,No,25,No,Ejecutivo,3.0,Bajo,1.0,A
990,466100,Masculino,Si,66,Si,Ejecutivo,1.0,Bajo,2.0,A
991,461427,Femenino,No,42,Si,Artista,1.0,Bajo,2.0,A
992,464193,Femenino,Si,36,Si,Doctor,13.0,Bajo,2.0,B
993,467835,Masculino,Si,58,No,Artista,9.0,Bajo,2.0,B
994,463000,Femenino,No,36,No,Ingeniero,0.0,Bajo,1.0,A
997,466024,Femenino,Si,35,No,Entretenimiento,10.0,Bajo,2.0,A
999,467440,Masculino,Si,49,Si,Entretenimiento,0.0,Bajo,1.0,A
1000,464377,Femenino,No,51,Si,Entretenimiento,0.0,Bajo,1.0,A
1001,465870,Masculino,No,40,Si,Artista,5.0,Bajo,2.0,A
1007,465904,Masculino,No,37,Si,Artista,9.0,Bajo,1.0,A
1009,465712,Masculino,No,47,Si,,0.0,Bajo,1.0,B
1010,465771,Masculino,Si,52,Si,Entretenimiento,1.0,Promedio,4.0,B
1013,459840,Masculino,Si,60,Si,Artista,1.0,Bajo,1.0,B
1014,461460,Masculino,Si,43,Si,Ejecutivo,7.0,Alto,3.0,B
1015,466317,Masculino,Si,37,Si,Entretenimiento,4.0,Bajo,1.0,B
1016,461962,Masculino,Si,59,Si,Entretenimiento,1.0,Promedio,3.0,B
1017,466071,Femenino,Si,60,Si,Artista,2.0,Bajo,3.0,B
1021,460182,Femenino,Si,43,Si,Artista,2.0,Promedio,3.0,B
1025,463912,Femenino,Si,36,No,Artista,1.0,Promedio,4.0,B
1026,461728,Femenino,No,55,Si,Entretenimiento,1.0,Bajo,1.0,A
1027,463278,Femenino,Si,59,Si,Ingeniero,0.0,Bajo,1.0,B
1028,459413,Femenino,Si,83,Si,Artista,,Alto,2.0,A
1031,465574,Masculino,Si,62,Si,Artista,1.0,Promedio,3.0,B
1032,462170,Masculino,Si,73,No,Ejecutivo,0.0,Alto,3.0,A
1036,464930,Masculino,No,25,No,Marketing,0.0,Bajo,2.0,A
1038,467549,Masculino,Si,61,Si,Entretenimiento,11.0,Promedio,3.0,A
1040,467626,Masculino,Si,31,Si,Entretenimiento,8.0,Promedio,2.0,B
1041,459058,Masculino,No,40,Si,Artista,1.0,Bajo,4.0,A
1042,461983,Masculino,No,27,Si,Artista,1.0,Bajo,3.0,B
1043,461207,Femenino,No,60,Si,Artista,6.0,Bajo,1.0,B
1044,467585,Masculino,Si,40,Si,Personal de salud,6.0,Alto,2.0,A
1045,464604,Masculino,Si,32,No,Entretenimiento,5.0,Bajo,2.0,A
1046,462529,Femenino,Si,42,Si,Ingeniero,1.0,Bajo,2.0,B
1048,463553,Masculino,No,27,Si,Artista,9.0,Bajo,2.0,B
1050,461715,Masculino,No,43,Si,Entretenimiento,0.0,Bajo,5.0,A
1052,462340,Masculino,Si,62,No,Entretenimiento,1.0,Promedio,6.0,B
1054,459677,Masculino,Si,25,Si,Artista,8.0,Promedio,2.0,B
1055,465148,Masculino,No,31,No,Artista,1.0,Bajo,,A
1058,463055,Femenino,No,27,Si,Doctor,1.0,Bajo,4.0,B
1059,461884,Femenino,Si,40,Si,Artista,0.0,Bajo,2.0,B
1061,463019,Masculino,Si,45,Si,Ejecutivo,0.0,Alto,4.0,B
1062,466996,Femenino,No,37,Si,Artista,9.0,Bajo,1.0,A
1064,459479,Masculino,Si,70,No,Marketing,1.0,Bajo,2.0,A
1067,464707,Masculino,Si,48,No,,1.0,Promedio,4.0,A
1068,466796,Masculino,,56,Si,Artista,0.0,Promedio,5.0,A
1069,462977,Masculino,Si,36,No,Artista,,Promedio,3.0,B
1075,465703,Masculino,Si,25,No,Entretenimiento,2.0,Bajo,2.0,A
1082,464783,Masculino,Si,42,No,Entretenimiento,0.0,Bajo,3.0,A
1083,459439,Femenino,Si,46,Si,Artista,1.0,Promedio,2.0,A
1084,464356,Femenino,Si,76,Si,Abogado,1.0,Alto,2.0,B
1086,461772,Femenino,Si,41,Si,Ingeniero,1.0,Promedio,3.0,B
1088,466047,Masculino,No,32,No,,0.0,Bajo,5.0,A
1089,462248,Masculino,Si,55,No,Artista,0.0,Bajo,2.0,B
1093,465382,Femenino,No,39,Si,Artista,0.0,Bajo,,B
1097,464302,Femenino,Si,50,Si,Doctor,1.0,Bajo,3.0,B
1098,465458,Femenino,Si,84,Si,Artista,1.0,Alto,2.0,A
1100,461129,Femenino,Si,63,Si,Entretenimiento,0.0,Promedio,4.0,B
1102,463140,Masculino,Si,31,No,Ingeniero,5.0,Promedio,3.0,A
1105,464236,Femenino,Si,62,Si,Artista,1.0,Alto,2.0,B
1106,466898,Masculino,Si,45,Si,Ejecutivo,0.0,Alto,4.0,B
1107,462736,Femenino,Si,28,No,Ingeniero,6.0,Bajo,3.0,A
1110,466320,Femenino,No,40,Si,Ingeniero,9.0,Bajo,2.0,B
1112,460334,Masculino,No,41,Si,Artista,4.0,Bajo,1.0,A
1113,460745,Masculino,Si,78,No,Abogado,1.0,Alto,2.0,A
1114,459812,Femenino,No,43,Si,Ingeniero,0.0,Bajo,1.0,A
1117,463592,Femenino,No,27,Si,Ingeniero,11.0,Bajo,1.0,B
1120,462095,Masculino,Si,49,Si,Entretenimiento,1.0,Promedio,3.0,A
1126,462731,Femenino,Si,43,Si,Artista,5.0,Alto,3.0,B
1131,459096,Masculino,,80,No,Abogado,0.0,Bajo,1.0,A
1137,459563,Masculino,Si,72,Si,Entretenimiento,7.0,Bajo,2.0,A
1141,465691,Masculino,No,26,Si,Artista,,Bajo,,A
1142,460894,Masculino,Si,38,No,Ejecutivo,5.0,Alto,3.0,A
1143,459151,Masculino,Si,60,Si,Abogado,9.0,Bajo,2.0,B
1144,466417,Femenino,Si,79,No,Abogado,1.0,Alto,3.0,A
1147,464133,Masculino,Si,73,No,Homemaker,2.0,Bajo,1.0,A
1149,464289,Masculino,Si,42,No,Marketing,1.0,Bajo,3.0,A
1150,461936,Masculino,Si,72,No,Abogado,0.0,Alto,2.0,B
1152,462284,Masculino,Si,53,Si,Ejecutivo,1.0,Promedio,4.0,B
1153,463290,Femenino,No,25,No,Personal de salud,1.0,Bajo,5.0,B
1156,460996,Femenino,No,60,Si,Ingeniero,1.0,Bajo,1.0,A
1162,461995,Femenino,No,30,No,Artista,7.0,Bajo,1.0,A
1166,464919,Masculino,Si,39,Si,Artista,9.0,Bajo,1.0,A
1167,461798,Femenino,No,56,Si,Artista,0.0,Bajo,1.0,A
1169,459329,Femenino,Si,71,No,Ingeniero,1.0,Alto,4.0,A
1170,465174,Femenino,Si,70,Si,Entretenimiento,1.0,Alto,2.0,B
1171,460979,Masculino,Si,84,No,Abogado,1.0,Bajo,1.0,A
1173,460463,Masculino,Si,42,Si,Artista,6.0,Bajo,4.0,A
1174,460246,Masculino,Si,46,Si,Artista,4.0,Bajo,2.0,B
1175,463423,Masculino,Si,63,No,Ejecutivo,0.0,Promedio,3.0,B
1177,461530,Masculino,Si,42,Si,Ingeniero,1.0,Bajo,2.0,A
1180,464997,Masculino,Si,43,Si,Artista,5.0,Promedio,2.0,B
1184,460968,Masculino,Si,30,No,Doctor,11.0,Promedio,2.0,A
1187,463171,Femenino,Si,36,No,Entretenimiento,1.0,Alto,3.0,A
1189,461634,Masculino,Si,63,Si,Entretenimiento,1.0,Bajo,1.0,A
1191,461503,Femenino,No,31,Si,Artista,9.0,Bajo,2.0,B
1194,462358,Masculino,Si,37,No,Doctor,4.0,Promedio,2.0,A
1196,464888,Masculino,Si,37,No,Entretenimiento,0.0,Bajo,5.0,A
1198,467062,Femenino,No,55,Si,Artista,1.0,Bajo,1.0,A
1199,467157,Masculino,Si,42,Si,Ejecutivo,9.0,Alto,6.0,B
1201,459469,Masculino,Si,30,Si,Personal de salud,,Bajo,6.0,A
1202,465499,Masculino,No,63,Si,Artista,0.0,Bajo,1.0,A
1203,464913,Masculino,Si,52,Si,Entretenimiento,0.0,Bajo,4.0,B
1207,464704,Masculino,Si,42,Si,Personal de salud,0.0,Promedio,4.0,B
1208,462345,Masculino,Si,46,Si,Doctor,1.0,Promedio,6.0,B
1210,461599,Femenino,No,42,Si,Artista,8.0,Bajo,1.0,B
1213,467551,Femenino,Si,89,No,Abogado,0.0,Alto,2.0,B
1214,464053,Femenino,Si,38,No,Entretenimiento,4.0,Bajo,1.0,B
1216,461649,Femenino,Si,51,Si,Artista,3.0,Bajo,4.0,B
1220,465320,Femenino,Si,65,Si,Abogado,1.0,Promedio,2.0,B
1221,463707,Femenino,No,36,No,Artista,0.0,Bajo,1.0,B
1222,465436,Femenino,No,25,Si,Personal de salud,0.0,Bajo,3.0,B
1224,465078,Masculino,Si,43,Si,Ejecutivo,0.0,Alto,4.0,B
1228,460129,Femenino,No,25,Si,Ingeniero,8.0,Bajo,2.0,A
1230,463966,Femenino,No,31,Si,Artista,9.0,Bajo,1.0,B
1233,465954,Femenino,No,33,Si,Entretenimiento,11.0,Bajo,3.0,A
1234,465153,Masculino,Si,35,Si,Artista,1.0,Promedio,2.0,A
1238,463103,Masculino,Si,45,No,Ejecutivo,1.0,Promedio,4.0,B
1239,466302,Femenino,Si,47,No,Homemaker,3.0,Alto,3.0,B
1240,466521,Masculino,Si,20,,Marketing,1.0,Promedio,3.0,A
1241,464288,Femenino,No,33,Si,Doctor,9.0,Bajo,2.0,A
1246,466021,Masculino,No,87,No,Abogado,1.0,Bajo,1.0,A
1252,463337,Femenino,Si,33,No,Entretenimiento,1.0,Bajo,2.0,A
1253,467615,Femenino,Si,37,Si,Doctor,0.0,Bajo,2.0,A
1255,463784,Femenino,No,29,No,Ingeniero,0.0,Bajo,5.0,A
1257,465804,Femenino,Si,68,No,Ingeniero,0.0,Bajo,1.0,A
1258,465103,Masculino,Si,86,Si,Abogado,1.0,Alto,2.0,A
1259,464007,Masculino,Si,49,Si,Artista,0.0,Bajo,3.0,B
1263,465014,Masculino,Si,83,No,Abogado,1.0,Bajo,1.0,A
1264,459100,Femenino,No,63,Si,Artista,14.0,Bajo,1.0,B
1268,460297,Femenino,Si,46,Si,Artista,8.0,Bajo,2.0,B
1270,464809,Masculino,Si,46,,Entretenimiento,,Promedio,5.0,B
1271,463008,Masculino,No,53,No,Entretenimiento,1.0,Bajo,,A
1274,461049,Femenino,Si,57,Si,Doctor,0.0,Bajo,7.0,B
1275,465049,Femenino,Si,49,No,Ingeniero,6.0,Bajo,2.0,A
1277,461690,Femenino,No,31,Si,Ingeniero,0.0,Bajo,1.0,A
1281,462700,Masculino,Si,38,Si,Artista,0.0,Promedio,4.0,B
1283,464247,Masculino,Si,59,No,Ingeniero,0.0,Bajo,1.0,A
1284,459465,Femenino,Si,27,Si,Entretenimiento,3.0,Bajo,5.0,B
1286,466089,Masculino,No,59,No,Entretenimiento,0.0,Bajo,3.0,B
1287,459355,Femenino,Si,78,No,Homemaker,,Bajo,1.0,A
1288,467227,Femenino,No,37,Si,Artista,12.0,Bajo,1.0,A
1290,463609,Masculino,Si,30,No,Artista,0.0,Promedio,2.0,A
1291,466260,Masculino,Si,43,Si,Entretenimiento,0.0,Promedio,2.0,B
1292,464283,Masculino,No,40,Si,Artista,5.0,Bajo,2.0,A
1293,465646,Femenino,No,40,Si,Artista,6.0,Bajo,2.0,B
1295,464378,Femenino,Si,40,Si,Artista,9.0,Promedio,2.0,B
1298,462983,Femenino,Si,66,Si,Abogado,1.0,Alto,2.0,A
1300,463231,Masculino,Si,50,Si,Artista,1.0,Promedio,3.0,A
1302,463557,Masculino,No,28,Si,Doctor,1.0,Bajo,3.0,A
1304,463539,Masculino,Si,59,Si,Artista,1.0,Promedio,2.0,B
1306,462304,Masculino,Si,62,Si,Artista,1.0,Bajo,4.0,B
1307,466988,Femenino,No,72,Si,Abogado,0.0,Bajo,,B
1309,464871,Femenino,No,28,Si,Entretenimiento,6.0,Bajo,3.0,B
1311,467813,Masculino,Si,36,Si,Entretenimiento,0.0,Bajo,2.0,A
1312,459068,Femenino,No,33,Si,Personal de salud,2.0,Bajo,2.0,A
1313,462701,Masculino,Si,59,No,Entretenimiento,0.0,Promedio,4.0,B
1317,460340,Femenino,No,46,Si,Artista,10.0,Bajo,2.0,A
1318,466820,Femenino,Si,74,No,Abogado,1.0,Alto,2.0,A
1320,465326,Masculino,Si,76,Si,Artista,,Bajo,1.0,A
1321,464130,Masculino,No,41,Si,Artista,1.0,Bajo,3.0,A
1323,462735,Femenino,Si,30,No,Artista,0.0,Promedio,2.0,B
1326,463422,Masculino,Si,39,No,Ejecutivo,,Alto,4.0,B
1330,467213,Femenino,Si,88,Si,Abogado,1.0,Alto,2.0,B
1331,461804,Femenino,No,43,Si,Artista,0.0,Bajo,1.0,A
1333,460533,Femenino,Si,45,No,Artista,6.0,Bajo,1.0,A
1334,465820,Femenino,,30,Si,,,Promedio,4.0,B
1335,466329,Femenino,Si,39,,Doctor,2.0,Bajo,1.0,A
1337,463656,Masculino,Si,53,Si,Doctor,0.0,Bajo,3.0,A
1339,460603,Femenino,No,22,,Entretenimiento,0.0,Bajo,3.0,A
1341,463122,Masculino,Si,36,Si,Ejecutivo,9.0,Promedio,3.0,B
1343,462552,Masculino,No,31,Si,Artista,1.0,Bajo,2.0,A
1344,466048,Masculino,No,25,No,Entretenimiento,3.0,Bajo,1.0,A
1351,466110,Masculino,Si,77,Si,Abogado,0.0,Bajo,1.0,A
1355,462367,Masculino,Si,56,Si,Artista,1.0,Promedio,3.0,B
1358,462668,Femenino,No,41,Si,Artista,2.0,Bajo,1.0,B
1359,467339,Masculino,,55,Si,Artista,1.0,Promedio,3.0,B
1361,464885,Femenino,No,35,No,Ingeniero,1.0,Bajo,2.0,A
1367,461708,Masculino,Si,84,No,Abogado,0.0,Alto,2.0,B
1368,459766,Femenino,No,42,Si,Ingeniero,,Bajo,1.0,A
1369,462137,Masculino,No,28,Si,Doctor,1.0,Bajo,1.0,A
1370,459630,Masculino,Si,73,Si,Abogado,1.0,Promedio,2.0,A
1371,462699,Femenino,Si,61,Si,Abogado,,Alto,4.0,B
1372,465897,Femenino,Si,42,Si,Artista,9.0,Bajo,1.0,A
1373,465628,Masculino,Si,49,Si,Artista,2.0,Bajo,2.0,A
1376,462321,Femenino,No,42,Si,Ingeniero,6.0,Bajo,1.0,A
1381,467573,Masculino,Si,45,Si,Artista,6.0,Promedio,4.0,B
1382,465266,Masculino,Si,49,Si,Entretenimiento,0.0,Promedio,5.0,B
1384,466279,Femenino,No,31,No,,1.0,Bajo,4.0,A
1385,467131,Masculino,Si,50,Si,Artista,0.0,Bajo,2.0,B
1388,463825,Femenino,Si,45,Si,Artista,1.0,Promedio,3.0,B
1389,462597,Masculino,Si,29,No,Personal de salud,,Bajo,4.0,A
1390,466360,Masculino,No,25,No,Personal de salud,0.0,Bajo,3.0,B
1391,465542,Femenino,Si,62,No,Doctor,,Promedio,5.0,A
1393,459043,Femenino,Si,49,No,Ingeniero,1.0,Bajo,1.0,A
1394,463069,Masculino,No,29,Si,Artista,7.0,Bajo,1.0,B
1395,459795,Masculino,No,52,Si,Artista,0.0,Bajo,1.0,A
1398,463068,Masculino,Si,26,Si,Artista,9.0,Promedio,2.0,B
1400,462908,Masculino,Si,27,No,Ejecutivo,10.0,Alto,3.0,A
1402,459307,Masculino,Si,62,Si,Entretenimiento,0.0,Bajo,1.0,B
1405,466322,Masculino,No,28,No,Doctor,0.0,Bajo,3.0,B
1406,461548,Femenino,No,33,Si,Ingeniero,1.0,Bajo,3.0,A
1409,459207,Femenino,Si,62,,Doctor,0.0,Promedio,4.0,B
1413,465683,Femenino,No,49,No,Entretenimiento,1.0,Bajo,2.0,A
1414,462253,Masculino,Si,51,Si,Ingeniero,0.0,Bajo,2.0,A
1415,459421,Masculino,Si,29,No,Personal de salud,0.0,Promedio,4.0,A
1419,461168,Femenino,Si,29,No,Ingeniero,5.0,Promedio,2.0,A
1421,460770,Femenino,No,25,Si,Personal de salud,5.0,Bajo,3.0,A
1425,462702,Masculino,Si,51,No,Entretenimiento,1.0,Promedio,4.0,A
1426,465431,Masculino,Si,35,No,Artista,0.0,Bajo,2.0,B
1427,466386,Masculino,Si,65,Si,Ejecutivo,1.0,Bajo,2.0,B
1429,464057,Masculino,No,32,Si,Marketing,0.0,Bajo,5.0,B
1432,463432,Masculino,No,36,Si,Artista,0.0,Bajo,1.0,B
1434,465123,Femenino,No,28,Si,Personal de salud,1.0,Bajo,3.0,A
1435,459965,Masculino,No,25,Si,Artista,7.0,Bajo,1.0,A
1436,466030,Femenino,Si,36,No,Entretenimiento,8.0,Bajo,2.0,B
1438,461466,Masculino,Si,49,No,Artista,0.0,Bajo,2.0,A
1439,459676,Femenino,No,28,Si,Artista,,Bajo,2.0,A
1443,459481,Masculino,Si,47,No,Abogado,0.0,Bajo,2.0,A
1448,466411,Masculino,Si,58,Si,Artista,1.0,Promedio,3.0,B
1453,465493,Femenino,No,26,No,Artista,0.0,Bajo,3.0,A
1456,463629,Masculino,No,41,Si,Artista,1.0,Bajo,1.0,B
1457,465140,Masculino,Si,45,Si,Ejecutivo,5.0,Alto,3.0,B
1459,459582,Masculino,Si,27,No,Entretenimiento,,Promedio,3.0,A
1461,461915,Masculino,Si,51,No,Artista,,Promedio,2.0,B
1462,466358,Femenino,,28,No,Ingeniero,0.0,Bajo,4.0,A
1463,459708,Femenino,No,39,Si,Ingeniero,1.0,Bajo,1.0,A
1464,459179,Masculino,Si,60,No,Entretenimiento,0.0,Promedio,3.0,B
1465,462654,Masculino,Si,39,No,Artista,1.0,Promedio,6.0,A
1466,466256,Femenino,Si,65,Si,Ingeniero,1.0,Bajo,1.0,B
1467,465649,Femenino,Si,43,Si,Marketing,6.0,Bajo,1.0,A
1470,460360,Femenino,Si,38,Si,Artista,2.0,Bajo,1.0,A
1473,463116,Masculino,Si,62,Si,Artista,1.0,Alto,2.0,B
1474,460177,Masculino,No,48,Si,Artista,1.0,Bajo,1.0,B
1478,462690,Masculino,Si,38,Si,Ingeniero,,Promedio,4.0,B
1479,467752,Masculino,Si,31,No,Ejecutivo,,Promedio,3.0,A
1480,466430,Femenino,Si,51,No,Ingeniero,0.0,Bajo,4.0,A
1483,459668,Masculino,Si,32,No,,5.0,Promedio,3.0,B
1485,461532,Masculino,Si,48,Si,Entretenimiento,1.0,Bajo,1.0,A
1486,465295,Femenino,,37,Si,Doctor,8.0,Promedio,1.0,A
1488,463739,Femenino,Si,42,No,Marketing,0.0,Bajo,3.0,B
1490,465074,Masculino,No,25,Si,Artista,1.0,Bajo,4.0,A
1491,465282,Femenino,No,36,Si,Artista,0.0,Bajo,3.0,A
1498,461895,Masculino,Si,36,Si,Entretenimiento,1.0,Bajo,2.0,B
1500,467584,Masculino,Si,52,No,Doctor,1.0,Promedio,4.0,B
1503,460100,Femenino,No,29,Si,Doctor,1.0,Bajo,1.0,A
1507,466410,Femenino,Si,56,Si,Artista,0.0,Bajo,1.0,B
1508,464141,Masculino,Si,32,Si,Entretenimiento,9.0,Alto,2.0,A
1512,461425,Masculino,Si,52,Si,Artista,,Bajo,4.0,A
1513,464009,Femenino,Si,49,Si,Artista,7.0,Promedio,4.0,B
1515,460951,Femenino,Si,55,No,Ingeniero,1.0,Promedio,7.0,A
1516,462262,Masculino,No,27,No,Personal de salud,1.0,Bajo,3.0,B
1517,467126,Femenino,Si,45,Si,Artista,0.0,Bajo,1.0,B
1521,465504,Masculino,No,42,Si,Entretenimiento,0.0,Bajo,2.0,B
1522,460902,Masculino,No,38,Si,Ejecutivo,1.0,Bajo,3.0,A
1523,459657,Masculino,Si,84,Si,Abogado,1.0,Alto,2.0,B
1526,460324,Femenino,No,33,Si,Entretenimiento,12.0,Bajo,2.0,A
1531,463769,Masculino,Si,63,No,Ejecutivo,0.0,Alto,4.0,B
1532,464907,Masculino,,55,Si,Ingeniero,0.0,Promedio,2.0,B
1535,463882,Femenino,Si,43,Si,Artista,1.0,Bajo,1.0,A
1536,464446,Femenino,Si,50,Si,Ingeniero,0.0,Bajo,,B
1539,459625,Femenino,Si,57,No,Ingeniero,8.0,Bajo,1.0,B
1540,466740,Femenino,Si,47,No,Ingeniero,8.0,Bajo,1.0,A
1542,465404,Femenino,Si,25,Si,Entretenimiento,0.0,Promedio,2.0,A
1543,462337,Femenino,Si,79,Si,Abogado,1.0,Alto,2.0,B
1544,461921,Femenino,No,41,Si,Artista,0.0,Bajo,1.0,A
1547,464876,Femenino,Si,49,No,Ingeniero,,Promedio,5.0,A
1549,460381,Masculino,No,28,Si,Artista,13.0,Bajo,2.0,A
1554,462920,Masculino,Si,50,No,Ejecutivo,0.0,Alto,5.0,B
1555,460994,Masculino,Si,78,Si,Abogado,0.0,Bajo,5.0,A
